,Total A.4 Expected Annual Damage,Total A.4 Expected Number of Deaths,Total A.4 Dike Investment Costs,Total RfR Total Costs
1534,0.0,0.0,42319824.7635092,1184300000.0
1535,0.0,0.0,42319824.7635092,1184300000.0
1536,0.0,0.0,42319824.7635092,1184300000.0
1537,5296504.935189702,0.0005200136751527439,42319824.7635092,1184300000.0
1538,0.0,0.0,42319824.7635092,1184300000.0
1539,0.0,0.0,42319824.7635092,1184300000.0
1540,0.0,0.0,42319824.7635092,1184300000.0
1541,296225.75505111925,1.899581644908035e-05,42319824.7635092,1184300000.0
1542,0.0,0.0,42319824.7635092,1184300000.0
1543,0.0,0.0,42319824.7635092,1184300000.0
1544,0.0,0.0,42319824.7635092,1184300000.0
1545,0.0,0.0,42319824.7635092,1184300000.0
1546,0.0,0.0,42319824.7635092,1184300000.0
1547,0.0,0.0,42319824.7635092,1184300000.0
1548,5986649.232888625,0.00042859397364471185,42319824.7635092,1184300000.0
1549,0.0,0.0,42319824.7635092,1184300000.0
1550,141197.57988484306,1.7418140710544658e-05,42319824.7635092,1184300000.0
1551,0.0,0.0,42319824.7635092,1184300000.0
1552,0.0,0.0,42319824.7635092,1184300000.0
1553,0.0,0.0,42319824.7635092,1184300000.0
1554,0.0,0.0,42319824.7635092,1184300000.0
1555,0.0,0.0,42319824.7635092,1184300000.0
1556,0.0,0.0,42319824.7635092,1184300000.0
1557,0.0,0.0,42319824.7635092,1184300000.0
1558,0.0,0.0,42319824.7635092,1184300000.0
1559,0.0,0.0,42319824.7635092,1184300000.0
1560,0.0,0.0,42319824.7635092,1184300000.0
1561,0.0,0.0,42319824.7635092,1184300000.0
1562,2935864.347573051,0.00016994388853321584,42319824.7635092,1184300000.0
1563,0.0,0.0,42319824.7635092,1184300000.0
1564,0.0,0.0,42319824.7635092,1184300000.0
1565,0.0,0.0,42319824.7635092,1184300000.0
1566,0.0,0.0,42319824.7635092,1184300000.0
1567,0.0,0.0,42319824.7635092,1184300000.0
1568,0.0,0.0,42319824.7635092,1184300000.0
1569,0.0,0.0,42319824.7635092,1184300000.0
1570,323378.5352915141,3.98614300563836e-05,42319824.7635092,1184300000.0
1571,0.0,0.0,42319824.7635092,1184300000.0
1572,0.0,0.0,42319824.7635092,1184300000.0
1573,0.0,0.0,42319824.7635092,1184300000.0
1574,0.0,0.0,42319824.7635092,1184300000.0
1575,0.0,0.0,42319824.7635092,1184300000.0
1576,0.0,0.0,42319824.7635092,1184300000.0
1577,0.0,0.0,42319824.7635092,1184300000.0
1578,0.0,0.0,42319824.7635092,1184300000.0
1579,0.0,0.0,42319824.7635092,1184300000.0
1580,0.0,0.0,42319824.7635092,1184300000.0
1581,0.0,0.0,42319824.7635092,1184300000.0
1582,0.0,0.0,42319824.7635092,1184300000.0
1583,0.0,0.0,42319824.7635092,1184300000.0
1584,0.0,0.0,42319824.7635092,1184300000.0
1585,0.0,0.0,42319824.7635092,1184300000.0
1586,0.0,0.0,42319824.7635092,1184300000.0
1587,0.0,0.0,42319824.7635092,1184300000.0
1588,0.0,0.0,42319824.7635092,1184300000.0
1589,0.0,0.0,42319824.7635092,1184300000.0
1590,0.0,0.0,42319824.7635092,1184300000.0
1591,0.0,0.0,42319824.7635092,1184300000.0
1592,0.0,0.0,42319824.7635092,1184300000.0
1593,0.0,0.0,42319824.7635092,1184300000.0
1594,0.0,0.0,42319824.7635092,1184300000.0
1595,0.0,0.0,42319824.7635092,1184300000.0
1596,0.0,0.0,42319824.7635092,1184300000.0
1597,0.0,0.0,42319824.7635092,1184300000.0
1598,0.0,0.0,42319824.7635092,1184300000.0
1599,0.0,0.0,42319824.7635092,1184300000.0
1600,0.0,0.0,42319824.7635092,1184300000.0
1601,0.0,0.0,42319824.7635092,1184300000.0
1602,0.0,0.0,42319824.7635092,1184300000.0
1603,0.0,0.0,42319824.7635092,1184300000.0
1604,0.0,0.0,42319824.7635092,1184300000.0
1605,0.0,0.0,42319824.7635092,1184300000.0
1606,0.0,0.0,42319824.7635092,1184300000.0
1607,0.0,0.0,42319824.7635092,1184300000.0
1608,0.0,0.0,42319824.7635092,1184300000.0
1609,0.0,0.0,42319824.7635092,1184300000.0
1610,0.0,0.0,42319824.7635092,1184300000.0
1611,0.0,0.0,42319824.7635092,1184300000.0
1612,0.0,0.0,42319824.7635092,1184300000.0
1613,0.0,0.0,42319824.7635092,1184300000.0
1614,0.0,0.0,42319824.7635092,1184300000.0
1615,0.0,0.0,42319824.7635092,1184300000.0
1616,0.0,0.0,42319824.7635092,1184300000.0
1617,0.0,0.0,42319824.7635092,1184300000.0
1618,0.0,0.0,42319824.7635092,1184300000.0
1619,0.0,0.0,42319824.7635092,1184300000.0
1620,0.0,0.0,42319824.7635092,1184300000.0
1621,0.0,0.0,42319824.7635092,1184300000.0
1622,0.0,0.0,42319824.7635092,1184300000.0
1623,0.0,0.0,42319824.7635092,1184300000.0
1624,186224.01502273628,1.3549179954561095e-05,42319824.7635092,1184300000.0
1625,0.0,0.0,42319824.7635092,1184300000.0
1626,0.0,0.0,42319824.7635092,1184300000.0
1627,0.0,0.0,42319824.7635092,1184300000.0
1628,17384677.7786815,0.0012086282733658775,42319824.7635092,1184300000.0
1629,0.0,0.0,42319824.7635092,1184300000.0
1630,1456359.598437311,0.00016557228600655495,42319824.7635092,1184300000.0
1631,0.0,0.0,42319824.7635092,1184300000.0
1632,0.0,0.0,42319824.7635092,1184300000.0
1633,0.0,0.0,42319824.7635092,1184300000.0
1634,0.0,0.0,42319824.7635092,1184300000.0
1635,0.0,0.0,42319824.7635092,1184300000.0
1636,0.0,0.0,42319824.7635092,1184300000.0
1637,0.0,0.0,42319824.7635092,1184300000.0
1638,0.0,0.0,42319824.7635092,1184300000.0
1639,0.0,0.0,42319824.7635092,1184300000.0
1640,0.0,0.0,42319824.7635092,1184300000.0
1641,0.0,0.0,42319824.7635092,1184300000.0
1642,0.0,0.0,42319824.7635092,1184300000.0
1643,0.0,0.0,42319824.7635092,1184300000.0
1644,0.0,0.0,42319824.7635092,1184300000.0
1645,0.0,0.0,42319824.7635092,1184300000.0
1646,0.0,0.0,42319824.7635092,1184300000.0
1647,0.0,0.0,42319824.7635092,1184300000.0
1648,4098070.9624016555,0.0002871987595187048,42319824.7635092,1184300000.0
1649,0.0,0.0,42319824.7635092,1184300000.0
1650,0.0,0.0,42319824.7635092,1184300000.0
1651,0.0,0.0,42319824.7635092,1184300000.0
1652,0.0,0.0,42319824.7635092,1184300000.0
1653,253728.08190731815,1.4763740466098163e-05,42319824.7635092,1184300000.0
1654,0.0,0.0,42319824.7635092,1184300000.0
1655,0.0,0.0,42319824.7635092,1184300000.0
1656,0.0,0.0,42319824.7635092,1184300000.0
1657,202339.06881942376,1.5630594209487466e-05,42319824.7635092,1184300000.0
1658,0.0,0.0,42319824.7635092,1184300000.0
1659,0.0,0.0,42319824.7635092,1184300000.0
1660,4052251.0589936017,0.00022264715189553076,42319824.7635092,1184300000.0
1661,0.0,0.0,42319824.7635092,1184300000.0
1662,0.0,0.0,42319824.7635092,1184300000.0
1663,1817841.660437227,0.00017229887999168738,42319824.7635092,1184300000.0
1664,0.0,0.0,42319824.7635092,1184300000.0
1665,1518214.9272879611,0.0001778040733306806,42319824.7635092,1184300000.0
1666,0.0,0.0,42319824.7635092,1184300000.0
1667,0.0,0.0,42319824.7635092,1184300000.0
1668,0.0,0.0,42319824.7635092,1184300000.0
1669,0.0,0.0,42319824.7635092,1184300000.0
1670,0.0,0.0,42319824.7635092,1184300000.0
1671,0.0,0.0,42319824.7635092,1184300000.0
1672,12845748.233886816,0.0006413524286972104,42319824.7635092,1184300000.0
1673,0.0,0.0,42319824.7635092,1184300000.0
1674,0.0,0.0,42319824.7635092,1184300000.0
1675,0.0,0.0,42319824.7635092,1184300000.0
1676,0.0,0.0,42319824.7635092,1184300000.0
1677,0.0,0.0,42319824.7635092,1184300000.0
1678,0.0,0.0,42319824.7635092,1184300000.0
1679,0.0,0.0,42319824.7635092,1184300000.0
1680,0.0,0.0,42319824.7635092,1184300000.0
1681,0.0,0.0,42319824.7635092,1184300000.0
1682,0.0,0.0,42319824.7635092,1184300000.0
1683,0.0,0.0,42319824.7635092,1184300000.0
1684,18060786.291341357,0.001215773773248702,42319824.7635092,1184300000.0
1685,0.0,0.0,42319824.7635092,1184300000.0
1686,0.0,0.0,42319824.7635092,1184300000.0
1687,0.0,0.0,42319824.7635092,1184300000.0
1688,0.0,0.0,42319824.7635092,1184300000.0
1689,0.0,0.0,42319824.7635092,1184300000.0
1690,0.0,0.0,42319824.7635092,1184300000.0
1691,1098263.2583386172,8.093944518567433e-05,42319824.7635092,1184300000.0
1692,0.0,0.0,42319824.7635092,1184300000.0
1693,0.0,0.0,42319824.7635092,1184300000.0
1694,0.0,0.0,42319824.7635092,1184300000.0
1695,2691947.6706979093,0.0002896255065579967,42319824.7635092,1184300000.0
1696,787302.0992056146,4.779511183840579e-05,42319824.7635092,1184300000.0
1697,0.0,0.0,42319824.7635092,1184300000.0
1698,0.0,0.0,42319824.7635092,1184300000.0
1699,0.0,0.0,42319824.7635092,1184300000.0
1700,0.0,0.0,42319824.7635092,1184300000.0
1701,0.0,0.0,42319824.7635092,1184300000.0
1702,0.0,0.0,42319824.7635092,1184300000.0
1703,0.0,0.0,42319824.7635092,1184300000.0
1704,0.0,0.0,42319824.7635092,1184300000.0
1705,0.0,0.0,42319824.7635092,1184300000.0
1706,0.0,0.0,42319824.7635092,1184300000.0
1707,0.0,0.0,42319824.7635092,1184300000.0
1708,0.0,0.0,42319824.7635092,1184300000.0
1709,0.0,0.0,42319824.7635092,1184300000.0
1710,211795.70088033017,1.6852009230715033e-05,42319824.7635092,1184300000.0
1711,0.0,0.0,42319824.7635092,1184300000.0
1712,0.0,0.0,42319824.7635092,1184300000.0
1713,0.0,0.0,42319824.7635092,1184300000.0
1714,0.0,0.0,42319824.7635092,1184300000.0
1715,0.0,0.0,42319824.7635092,1184300000.0
1716,0.0,0.0,42319824.7635092,1184300000.0
1717,0.0,0.0,42319824.7635092,1184300000.0
1718,0.0,0.0,42319824.7635092,1184300000.0
1719,185293.583437467,1.3429005762824211e-05,42319824.7635092,1184300000.0
1720,0.0,0.0,42319824.7635092,1184300000.0
1721,2198565.230042198,0.00016154547680791097,42319824.7635092,1184300000.0
1722,0.0,0.0,42319824.7635092,1184300000.0
1723,0.0,0.0,42319824.7635092,1184300000.0
1724,0.0,0.0,42319824.7635092,1184300000.0
1725,0.0,0.0,42319824.7635092,1184300000.0
1726,0.0,0.0,42319824.7635092,1184300000.0
1727,0.0,0.0,42319824.7635092,1184300000.0
1728,0.0,0.0,42319824.7635092,1184300000.0
1729,1165528.6129601933,8.962741295409746e-05,42319824.7635092,1184300000.0
1730,0.0,0.0,42319824.7635092,1184300000.0
1731,0.0,0.0,42319824.7635092,1184300000.0
1732,0.0,0.0,42319824.7635092,1184300000.0
1733,0.0,0.0,42319824.7635092,1184300000.0
1734,0.0,0.0,42319824.7635092,1184300000.0
1735,0.0,0.0,42319824.7635092,1184300000.0
1736,147759.32929422177,1.5636470632213692e-05,42319824.7635092,1184300000.0
1737,1532096.0091637245,9.165998358436352e-05,42319824.7635092,1184300000.0
1738,0.0,0.0,42319824.7635092,1184300000.0
1739,0.0,0.0,42319824.7635092,1184300000.0
1740,1447041.0141278957,0.00016372955162048607,42319824.7635092,1184300000.0
1741,0.0,0.0,42319824.7635092,1184300000.0
1742,0.0,0.0,42319824.7635092,1184300000.0
1743,0.0,0.0,42319824.7635092,1184300000.0
1744,0.0,0.0,42319824.7635092,1184300000.0
1745,0.0,0.0,42319824.7635092,1184300000.0
1746,0.0,0.0,42319824.7635092,1184300000.0
1747,5916260.300264216,0.00040025261357683515,42319824.7635092,1184300000.0
1748,0.0,0.0,42319824.7635092,1184300000.0
1749,0.0,0.0,42319824.7635092,1184300000.0
1750,0.0,0.0,42319824.7635092,1184300000.0
1751,0.0,0.0,42319824.7635092,1184300000.0
1752,2321891.9105450124,0.00017747430422914318,42319824.7635092,1184300000.0
1753,0.0,0.0,42319824.7635092,1184300000.0
1754,0.0,0.0,42319824.7635092,1184300000.0
1755,0.0,0.0,42319824.7635092,1184300000.0
1756,0.0,0.0,42319824.7635092,1184300000.0
1757,0.0,0.0,42319824.7635092,1184300000.0
1758,0.0,0.0,42319824.7635092,1184300000.0
1759,0.0,0.0,42319824.7635092,1184300000.0
1760,0.0,0.0,42319824.7635092,1184300000.0
1761,0.0,0.0,42319824.7635092,1184300000.0
1762,0.0,0.0,42319824.7635092,1184300000.0
1763,0.0,0.0,42319824.7635092,1184300000.0
1764,0.0,0.0,42319824.7635092,1184300000.0
1765,0.0,0.0,42319824.7635092,1184300000.0
1766,0.0,0.0,42319824.7635092,1184300000.0
1767,0.0,0.0,42319824.7635092,1184300000.0
1768,0.0,0.0,42319824.7635092,1184300000.0
1769,0.0,0.0,42319824.7635092,1184300000.0
1770,0.0,0.0,42319824.7635092,1184300000.0
1771,0.0,0.0,42319824.7635092,1184300000.0
1772,0.0,0.0,42319824.7635092,1184300000.0
1773,0.0,0.0,42319824.7635092,1184300000.0
1774,0.0,0.0,42319824.7635092,1184300000.0
1775,0.0,0.0,42319824.7635092,1184300000.0
1776,145028.39220138258,1.8175677407951776e-05,42319824.7635092,1184300000.0
1777,0.0,0.0,42319824.7635092,1184300000.0
1778,0.0,0.0,42319824.7635092,1184300000.0
1779,156948.40311074376,2.0532839532117425e-05,42319824.7635092,1184300000.0
1780,0.0,0.0,42319824.7635092,1184300000.0
1781,0.0,0.0,42319824.7635092,1184300000.0
1782,0.0,0.0,42319824.7635092,1184300000.0
1783,476297.7479433123,3.7432305208816055e-05,42319824.7635092,1184300000.0
1784,21667627.441117942,0.001424402659609795,42319824.7635092,1184300000.0
1785,0.0,0.0,42319824.7635092,1184300000.0
1786,0.0,0.0,42319824.7635092,1184300000.0
1787,0.0,0.0,42319824.7635092,1184300000.0
1788,0.0,0.0,42319824.7635092,1184300000.0
1789,0.0,0.0,42319824.7635092,1184300000.0
1790,0.0,0.0,42319824.7635092,1184300000.0
1791,7475257.142699922,0.0004259022006101647,42319824.7635092,1184300000.0
1792,0.0,0.0,42319824.7635092,1184300000.0
1793,0.0,0.0,42319824.7635092,1184300000.0
1794,0.0,0.0,42319824.7635092,1184300000.0
1795,0.0,0.0,42319824.7635092,1184300000.0
1796,0.0,0.0,42319824.7635092,1184300000.0
1797,1575580.3000810936,9.599031062616886e-05,42319824.7635092,1184300000.0
1798,0.0,0.0,42319824.7635092,1184300000.0
1799,0.0,0.0,42319824.7635092,1184300000.0
1800,0.0,0.0,42319824.7635092,1184300000.0
1801,8961636.289501233,0.0004793831849045353,42319824.7635092,1184300000.0
1802,0.0,0.0,42319824.7635092,1184300000.0
1803,0.0,0.0,42319824.7635092,1184300000.0
1804,0.0,0.0,42319824.7635092,1184300000.0
1805,0.0,0.0,42319824.7635092,1184300000.0
1806,0.0,0.0,42319824.7635092,1184300000.0
1807,0.0,0.0,42319824.7635092,1184300000.0
1808,0.0,0.0,42319824.7635092,1184300000.0
1809,1085896.133068258,7.874537895126055e-05,42319824.7635092,1184300000.0
1810,0.0,0.0,42319824.7635092,1184300000.0
1811,0.0,0.0,42319824.7635092,1184300000.0
1812,465944.83597210894,4.493438402093186e-05,42319824.7635092,1184300000.0
1813,0.0,0.0,42319824.7635092,1184300000.0
1814,0.0,0.0,42319824.7635092,1184300000.0
1815,0.0,0.0,42319824.7635092,1184300000.0
1816,0.0,0.0,42319824.7635092,1184300000.0
1817,0.0,0.0,42319824.7635092,1184300000.0
1818,0.0,0.0,42319824.7635092,1184300000.0
1819,0.0,0.0,42319824.7635092,1184300000.0
1820,0.0,0.0,42319824.7635092,1184300000.0
1821,529685.4886616771,3.235787666490764e-05,42319824.7635092,1184300000.0
1822,0.0,0.0,42319824.7635092,1184300000.0
1823,2098254.4428682504,0.00014052233701942218,42319824.7635092,1184300000.0
1824,17777704.258361835,0.0009462649539631633,42319824.7635092,1184300000.0
1825,0.0,0.0,42319824.7635092,1184300000.0
1826,0.0,0.0,42319824.7635092,1184300000.0
1827,0.0,0.0,42319824.7635092,1184300000.0
1828,0.0,0.0,42319824.7635092,1184300000.0
1829,182425.54613375882,1.367528822973932e-05,42319824.7635092,1184300000.0
1830,0.0,0.0,42319824.7635092,1184300000.0
1831,0.0,0.0,42319824.7635092,1184300000.0
1832,213144.8247639077,1.768159599477321e-05,42319824.7635092,1184300000.0
1833,0.0,0.0,42319824.7635092,1184300000.0
1834,0.0,0.0,42319824.7635092,1184300000.0
1835,0.0,0.0,42319824.7635092,1184300000.0
1836,0.0,0.0,42319824.7635092,1184300000.0
1837,0.0,0.0,42319824.7635092,1184300000.0
1838,0.0,0.0,42319824.7635092,1184300000.0
1839,0.0,0.0,42319824.7635092,1184300000.0
1840,0.0,0.0,42319824.7635092,1184300000.0
1841,0.0,0.0,42319824.7635092,1184300000.0
1842,0.0,0.0,42319824.7635092,1184300000.0
1843,930100.5697875146,8.988159132662306e-05,42319824.7635092,1184300000.0
1844,0.0,0.0,42319824.7635092,1184300000.0
1845,0.0,0.0,42319824.7635092,1184300000.0
1846,0.0,0.0,42319824.7635092,1184300000.0
1847,0.0,0.0,42319824.7635092,1184300000.0
1848,0.0,0.0,42319824.7635092,1184300000.0
1849,3280279.781514017,0.0002800135738082937,42319824.7635092,1184300000.0
1850,0.0,0.0,42319824.7635092,1184300000.0
1851,0.0,0.0,42319824.7635092,1184300000.0
1852,0.0,0.0,42319824.7635092,1184300000.0
1853,0.0,0.0,42319824.7635092,1184300000.0
1854,0.0,0.0,42319824.7635092,1184300000.0
1855,138844.7239312979,1.2006885603320908e-05,42319824.7635092,1184300000.0
1856,380463.22710286145,3.759682002461058e-05,42319824.7635092,1184300000.0
1857,0.0,0.0,42319824.7635092,1184300000.0
1858,0.0,0.0,42319824.7635092,1184300000.0
1859,0.0,0.0,42319824.7635092,1184300000.0
1860,2867771.816137586,0.0001631629815895959,42319824.7635092,1184300000.0
1861,0.0,0.0,42319824.7635092,1184300000.0
1862,0.0,0.0,42319824.7635092,1184300000.0
1863,333934.43864807417,4.1948842204546655e-05,42319824.7635092,1184300000.0
1864,0.0,0.0,42319824.7635092,1184300000.0
1865,0.0,0.0,42319824.7635092,1184300000.0
1866,0.0,0.0,42319824.7635092,1184300000.0
1867,0.0,0.0,42319824.7635092,1184300000.0
1868,0.0,0.0,42319824.7635092,1184300000.0
1869,0.0,0.0,42319824.7635092,1184300000.0
1870,0.0,0.0,42319824.7635092,1184300000.0
1871,0.0,0.0,42319824.7635092,1184300000.0
1872,0.0,0.0,42319824.7635092,1184300000.0
1873,0.0,0.0,42319824.7635092,1184300000.0
1874,0.0,0.0,42319824.7635092,1184300000.0
1875,175174.40060781373,1.7896867964879243e-05,42319824.7635092,1184300000.0
1876,0.0,0.0,42319824.7635092,1184300000.0
1877,0.0,0.0,42319824.7635092,1184300000.0
1878,0.0,0.0,42319824.7635092,1184300000.0
1879,0.0,0.0,42319824.7635092,1184300000.0
1880,0.0,0.0,42319824.7635092,1184300000.0
1881,0.0,0.0,42319824.7635092,1184300000.0
1882,27147793.505358823,0.0021531385390684624,42319824.7635092,1184300000.0
1883,0.0,0.0,42319824.7635092,1184300000.0
1884,0.0,0.0,42319824.7635092,1184300000.0
1885,0.0,0.0,42319824.7635092,1184300000.0
1886,0.0,0.0,42319824.7635092,1184300000.0
1887,0.0,0.0,42319824.7635092,1184300000.0
1888,0.0,0.0,42319824.7635092,1184300000.0
1889,0.0,0.0,42319824.7635092,1184300000.0
1890,0.0,0.0,42319824.7635092,1184300000.0
1891,0.0,0.0,42319824.7635092,1184300000.0
1892,0.0,0.0,42319824.7635092,1184300000.0
1893,0.0,0.0,42319824.7635092,1184300000.0
1894,0.0,0.0,42319824.7635092,1184300000.0
1895,0.0,0.0,42319824.7635092,1184300000.0
1896,0.0,0.0,42319824.7635092,1184300000.0
1897,0.0,0.0,42319824.7635092,1184300000.0
1898,0.0,0.0,42319824.7635092,1184300000.0
1899,0.0,0.0,42319824.7635092,1184300000.0
1900,0.0,0.0,42319824.7635092,1184300000.0
1901,0.0,0.0,42319824.7635092,1184300000.0
1902,0.0,0.0,42319824.7635092,1184300000.0
1903,0.0,0.0,42319824.7635092,1184300000.0
1904,2283078.5451126792,0.00022861637259707232,42319824.7635092,1184300000.0
1905,0.0,0.0,42319824.7635092,1184300000.0
1906,0.0,0.0,42319824.7635092,1184300000.0
1907,328935.78515012295,4.0960366876227505e-05,42319824.7635092,1184300000.0
1908,0.0,0.0,42319824.7635092,1184300000.0
1909,0.0,0.0,42319824.7635092,1184300000.0
1910,0.0,0.0,42319824.7635092,1184300000.0
1911,0.0,0.0,42319824.7635092,1184300000.0
1912,7834070.857962336,0.0006250546008529878,42319824.7635092,1184300000.0
1913,0.0,0.0,42319824.7635092,1184300000.0
1914,0.0,0.0,42319824.7635092,1184300000.0
1915,0.0,0.0,42319824.7635092,1184300000.0
1916,3531382.0065903915,0.0003210931669946245,42319824.7635092,1184300000.0
1917,0.0,0.0,42319824.7635092,1184300000.0
1918,0.0,0.0,42319824.7635092,1184300000.0
1919,0.0,0.0,42319824.7635092,1184300000.0
1920,0.0,0.0,42319824.7635092,1184300000.0
1921,0.0,0.0,42319824.7635092,1184300000.0
1922,0.0,0.0,42319824.7635092,1184300000.0
1923,0.0,0.0,42319824.7635092,1184300000.0
1924,0.0,0.0,42319824.7635092,1184300000.0
1925,0.0,0.0,42319824.7635092,1184300000.0
1926,0.0,0.0,42319824.7635092,1184300000.0
1927,0.0,0.0,42319824.7635092,1184300000.0
1928,0.0,0.0,42319824.7635092,1184300000.0
1929,0.0,0.0,42319824.7635092,1184300000.0
1930,136514.2582749054,1.6492021733123084e-05,42319824.7635092,1184300000.0
1931,0.0,0.0,42319824.7635092,1184300000.0
1932,0.0,0.0,42319824.7635092,1184300000.0
1933,0.0,0.0,42319824.7635092,1184300000.0
1934,0.0,0.0,42319824.7635092,1184300000.0
1935,0.0,0.0,42319824.7635092,1184300000.0
1936,635797.119080794,3.922890448176283e-05,42319824.7635092,1184300000.0
1937,0.0,0.0,42319824.7635092,1184300000.0
1938,0.0,0.0,42319824.7635092,1184300000.0
1939,0.0,0.0,42319824.7635092,1184300000.0
1940,0.0,0.0,42319824.7635092,1184300000.0
1941,566756.976761109,6.166686107057258e-05,42319824.7635092,1184300000.0
1942,3052970.213471599,0.00032946249045207347,42319824.7635092,1184300000.0
1943,0.0,0.0,42319824.7635092,1184300000.0
1944,0.0,0.0,42319824.7635092,1184300000.0
1945,0.0,0.0,42319824.7635092,1184300000.0
1946,0.0,0.0,42319824.7635092,1184300000.0
1947,0.0,0.0,42319824.7635092,1184300000.0
1948,2151891.950072849,0.0001555171736152564,42319824.7635092,1184300000.0
1949,0.0,0.0,42319824.7635092,1184300000.0
1950,0.0,0.0,42319824.7635092,1184300000.0
1951,0.0,0.0,42319824.7635092,1184300000.0
1952,20775965.637093212,0.0010481187523732794,42319824.7635092,1184300000.0
1953,0.0,0.0,42319824.7635092,1184300000.0
1954,0.0,0.0,42319824.7635092,1184300000.0
1955,0.0,0.0,42319824.7635092,1184300000.0
1956,0.0,0.0,42319824.7635092,1184300000.0
1957,0.0,0.0,42319824.7635092,1184300000.0
1958,0.0,0.0,42319824.7635092,1184300000.0
1959,0.0,0.0,42319824.7635092,1184300000.0
1960,0.0,0.0,42319824.7635092,1184300000.0
1961,372378.1582748132,3.628602077877055e-05,42319824.7635092,1184300000.0
1962,0.0,0.0,42319824.7635092,1184300000.0
1963,0.0,0.0,42319824.7635092,1184300000.0
1964,0.0,0.0,42319824.7635092,1184300000.0
1965,0.0,0.0,42319824.7635092,1184300000.0
1966,0.0,0.0,42319824.7635092,1184300000.0
1967,0.0,0.0,42319824.7635092,1184300000.0
1968,5638287.565443663,0.00040951141378659395,42319824.7635092,1184300000.0
1969,0.0,0.0,42319824.7635092,1184300000.0
1970,881918.8924676675,8.207009242199227e-05,42319824.7635092,1184300000.0
1971,0.0,0.0,42319824.7635092,1184300000.0
1972,0.0,0.0,42319824.7635092,1184300000.0
1973,0.0,0.0,42319824.7635092,1184300000.0
1974,0.0,0.0,42319824.7635092,1184300000.0
1975,0.0,0.0,42319824.7635092,1184300000.0
1976,137664.05943008602,1.6719392979166593e-05,42319824.7635092,1184300000.0
1977,0.0,0.0,42319824.7635092,1184300000.0
1978,772123.4911983107,9.177430074443433e-05,42319824.7635092,1184300000.0
1979,2166125.4411420943,0.0001573555659397662,42319824.7635092,1184300000.0
1980,0.0,0.0,42319824.7635092,1184300000.0
1981,0.0,0.0,42319824.7635092,1184300000.0
1982,0.0,0.0,42319824.7635092,1184300000.0
1983,16722993.348587202,0.0008923710034207435,42319824.7635092,1184300000.0
1984,0.0,0.0,42319824.7635092,1184300000.0
1985,0.0,0.0,42319824.7635092,1184300000.0
1986,0.0,0.0,42319824.7635092,1184300000.0
1987,17073775.140846726,0.0013094006334012065,42319824.7635092,1184300000.0
1988,0.0,0.0,42319824.7635092,1184300000.0
1989,0.0,0.0,42319824.7635092,1184300000.0
1990,0.0,0.0,42319824.7635092,1184300000.0
1991,0.0,0.0,42319824.7635092,1184300000.0
1992,0.0,0.0,42319824.7635092,1184300000.0
1993,0.0,0.0,42319824.7635092,1184300000.0
1994,0.0,0.0,42319824.7635092,1184300000.0
1995,0.0,0.0,42319824.7635092,1184300000.0
1996,0.0,0.0,42319824.7635092,1184300000.0
1997,0.0,0.0,42319824.7635092,1184300000.0
1998,0.0,0.0,42319824.7635092,1184300000.0
1999,2852293.47403076,0.0001616215908488599,42319824.7635092,1184300000.0
2000,0.0,0.0,24956580.074387155,710400000.0
2001,713854.6522752835,0.00013974801316095817,24956580.074387155,710400000.0
2002,0.0,0.0,24956580.074387155,710400000.0
2003,0.0,0.0,24956580.074387155,710400000.0
2004,0.0,0.0,24956580.074387155,710400000.0
2005,0.0,0.0,24956580.074387155,710400000.0
2006,0.0,0.0,24956580.074387155,710400000.0
2007,0.0,0.0,24956580.074387155,710400000.0
2008,19215054.02058245,0.003402409252619383,24956580.074387155,710400000.0
2009,0.0,0.0,24956580.074387155,710400000.0
2010,0.0,0.0,24956580.074387155,710400000.0
2011,0.0,0.0,24956580.074387155,710400000.0
2012,0.0,0.0,24956580.074387155,710400000.0
2013,0.0,0.0,24956580.074387155,710400000.0
2014,0.0,0.0,24956580.074387155,710400000.0
2015,0.0,0.0,24956580.074387155,710400000.0
2016,0.0,0.0,24956580.074387155,710400000.0
2017,0.0,0.0,24956580.074387155,710400000.0
2018,0.0,0.0,24956580.074387155,710400000.0
2019,0.0,0.0,24956580.074387155,710400000.0
2020,0.0,0.0,24956580.074387155,710400000.0
2021,0.0,0.0,24956580.074387155,710400000.0
2022,0.0,0.0,24956580.074387155,710400000.0
2023,0.0,0.0,24956580.074387155,710400000.0
2024,0.0,0.0,24956580.074387155,710400000.0
2025,0.0,0.0,24956580.074387155,710400000.0
2026,0.0,0.0,24956580.074387155,710400000.0
2027,0.0,0.0,24956580.074387155,710400000.0
2028,0.0,0.0,24956580.074387155,710400000.0
2029,0.0,0.0,24956580.074387155,710400000.0
2030,0.0,0.0,24956580.074387155,710400000.0
2031,0.0,0.0,24956580.074387155,710400000.0
2032,0.0,0.0,24956580.074387155,710400000.0
2033,0.0,0.0,24956580.074387155,710400000.0
2034,0.0,0.0,24956580.074387155,710400000.0
2035,0.0,0.0,24956580.074387155,710400000.0
2036,0.0,0.0,24956580.074387155,710400000.0
2037,764589.4138471304,0.0001711234857263572,24956580.074387155,710400000.0
2038,0.0,0.0,24956580.074387155,710400000.0
2039,0.0,0.0,24956580.074387155,710400000.0
2040,0.0,0.0,24956580.074387155,710400000.0
