,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage 0,A.1_Dike Investment Costs 0,A.1_Expected Number of Deaths 0,A.2_Expected Annual Damage 0,A.2_Dike Investment Costs 0,A.2_Expected Number of Deaths 0,A.3_Expected Annual Damage 0,A.3_Dike Investment Costs 0,A.3_Expected Number of Deaths 0,A.4_Expected Annual Damage 0,A.4_Dike Investment Costs 0,A.4_Expected Number of Deaths 0,A.5_Expected Annual Damage 0,A.5_Dike Investment Costs 0,A.5_Expected Number of Deaths 0,RfR Total Costs 0,Expected Evacuation Costs 0,A.1_Expected Annual Damage 1,A.1_Dike Investment Costs 1,A.1_Expected Number of Deaths 1,A.2_Expected Annual Damage 1,A.2_Dike Investment Costs 1,A.2_Expected Number of Deaths 1,A.3_Expected Annual Damage 1,A.3_Dike Investment Costs 1,A.3_Expected Number of Deaths 1,A.4_Expected Annual Damage 1,A.4_Dike Investment Costs 1,A.4_Expected Number of Deaths 1,A.5_Expected Annual Damage 1,A.5_Dike Investment Costs 1,A.5_Expected Number of Deaths 1,RfR Total Costs 1,Expected Evacuation Costs 1,A.1_Expected Annual Damage 2,A.1_Dike Investment Costs 2,A.1_Expected Number of Deaths 2,A.2_Expected Annual Damage 2,A.2_Dike Investment Costs 2,A.2_Expected Number of Deaths 2,A.3_Expected Annual Damage 2,A.3_Dike Investment Costs 2,A.3_Expected Number of Deaths 2,A.4_Expected Annual Damage 2,A.4_Dike Investment Costs 2,A.4_Expected Number of Deaths 2,A.5_Expected Annual Damage 2,A.5_Dike Investment Costs 2,A.5_Expected Number of Deaths 2,RfR Total Costs 2,Expected Evacuation Costs 2
574,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,3,3,6,7,0,7,6,0,5,5,9,5,3,2,6,5,0.0,42291505.65437629,0.0,5691775.49427266,0.0,0.0006402074308661551,0.0,0.0,0.0,0.0,18144080.211109996,0.0,21713347.900936082,27578229.96765524,0.0022760526658869152,504600000.0,1652.0209254915003,0.0,67156712.26328173,0.0,0.0,73315450.27094865,0.0,0.0,28798397.130608946,0.0,0.0,14977181.08454659,0.0,0.0,43073069.52190177,0.0,151900000.0,0.0,0.0,92199045.6683257,0.0,0.0,83557740.35028619,0.0,0.0,34066678.29377218,0.0,0.0,13530814.0,0.0,0.0,47987521.930695556,0.0,377300000.0,0.0
575,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,6,7,1,6,4,6,5,2,10,2,0,5,1,2,0.0,0.0,0.0,3353824.3160429387,38245121.0,0.0031721932147472697,0.0,31398797.71871161,0.0,0.0,20384338.443195168,0.0,0.0,36676675.840294495,0.0,625800000.0,0.0,0.0,60717312.84309486,0.0,0.0,68301921.13556223,0.0,0.0,35230765.83992254,0.0,0.0,10260065.98422112,0.0,4262024.120921405,29617437.171161976,0.0029763724762807632,30700000.0,0.0,0.0,83358432.99969438,0.0,0.0,67507227.7294775,0.0,0.0,32080283.05798372,0.0,0.0,0.0,0.0,0.0,33738063.888191536,0.0,377300000.0,0.0
576,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,3,5,1,5,3,1,2,5,3,7,10,5,5,6,4,6,0.0,53972506.18695759,0.0,0.0,47842699.0,0.0,0.0,28798397.130608946,0.0,0.0,20384338.443195168,0.0,3286074.7840677616,40273672.383724004,0.0003571646971536916,504600000.0,198.52844440658012,0.0,38675995.485793315,0.0,0.0,42301223.98575209,0.0,0.0,28624738.492359173,0.0,0.0,15488964.177298155,0.0,0.0,40832181.47542602,0.0,339000000.0,0.0,0.0,66027727.81563715,0.0,0.0,48977856.25214514,0.0,0.0,44775266.7545789,0.0,0.0,18322462.0,0.0,0.0,56356521.43899525,0.0,377300000.0,0.0
577,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,3,9,6,4,4,7,0,7,4,7,10,7,7,2,4,2,0.0,85264360.79025151,0.0,0.0,53358573.0,0.0,0.0,34221561.73832255,0.0,0.0,20384338.443195168,0.0,24166815.73463218,27578229.96765524,0.0025578135455213164,473900000.0,1493.675159920118,0.0,82156739.26560314,0.0,0.0,83861897.4597434,0.0,0.0,33404546.548509367,0.0,0.0,19956885.896116227,0.0,4262024.120921405,35697138.522926845,0.0003571646971536916,339000000.0,198.52844440658012,0.0,79204113.22740594,0.0,0.0,0.0,0.0,0.0,49523925.963579744,0.0,0.0,25248689.0,0.0,0.0,33738063.888191536,0.0,408000000.0,0.0
578,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,3,6,7,1,4,1,4,7,5,10,3,5,7,4,6,0.0,42291505.65437629,0.0,5794057.997353104,38245121.0,0.005520583531517123,0.0,26403379.542306438,0.0,0.0,20384338.443195168,0.0,0.0,44193513.54513965,0.0,377300000.0,0.0,0.0,67156712.26328173,0.0,0.0,55181881.71592194,0.0,0.0,39144342.57452388,0.0,0.0,11829183.282500718,0.0,0.0,42227452.05413647,0.0,473900000.0,0.0,0.0,92199045.6683257,0.0,0.0,45241554.935431965,0.0,0.0,41675762.73320465,0.0,0.0,17131652.0,0.0,0.0,58282271.99752515,0.0,115300000.0,0.0
579,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,6,2,1,3,1,3,7,5,10,4,4,2,2,3,0.0,32694901.094161935,0.0,1248261.9279276428,38245121.0,0.0004289923496066655,0.0,24198032.45136138,0.0,0.0,20384338.443195168,0.0,41213146.43701102,27578229.96765524,0.013179212723589816,710400000.0,1258.8759081698013,0.0,62792075.375175446,0.0,0.0,49477525.54335421,0.0,0.0,37850943.45001179,0.0,0.0,13566865.223443497,0.0,25341585.011208266,29495175.04561795,0.006326605819269533,286800000.0,575.7564689811568,0.0,47133859.084739044,0.0,0.0,43746693.00401364,0.0,0.0,40298720.95686422,0.0,0.0,15518462.0,0.0,3747551.1943744393,34717601.205559194,0.0012304845589692474,371400000.0,109.11658574202906
580,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,2,0,5,3,0,1,2,5,2,10,3,7,2,2,5,0.0,37255203.23710208,0.0,0.0,47842699.0,0.0,0.0,22167818.198803753,0.0,0.0,20384338.443195168,0.0,24166815.73463218,27578229.96765524,0.021315112879344306,679700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30800155.24552359,0.0,0.0,11829183.282500718,0.0,9995051.391636573,29495175.04561795,0.006917827584606909,371400000.0,0.0,0.0,57724100.47715476,0.0,0.0,42301223.98575209,0.0,0.0,28045876.237710856,0.0,0.0,22073421.0,0.0,0.0,41952625.498663895,0.0,377300000.0,0.0
581,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,3,1,4,6,0,7,2,6,4,4,9,5,4,2,2,2,0.0,32694901.094161935,0.0,5662551.921963963,0.0,0.000633846690033041,0.0,31398797.71871161,0.0,0.0,18144080.211109996,0.0,6729502.266785092,27578229.96765524,0.0006993041955663335,625800000.0,721.2774515465114,0.0,49482953.283970855,0.0,0.0,73315450.27094865,0.0,0.0,32300800.555629045,0.0,0.0,14977181.08454659,0.0,3663491.305570017,29495175.04561795,0.0003041678746509674,408000000.0,172.0039307202253,0.0,71824732.26225345,0.0,0.0,54172222.80731667,0.0,0.0,36947279.38044397,0.0,0.0,15518462.0,0.0,0.0,31545365.746531624,0.0,377300000.0,0.0
582,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,6,7,6,1,4,1,5,1,5,9,5,5,6,6,5,0.0,60717312.84309486,0.0,3353824.3160429387,38245121.0,0.0031721932147472697,0.0,28798397.130608946,0.0,0.0,18144080.211109996,0.0,0.0,40273672.383724004,0.0,377300000.0,0.0,0.0,83358432.99969438,0.0,0.0,55181881.71592194,0.0,0.0,24012770.504427776,0.0,0.0,14977181.08454659,0.0,0.0,49269142.127242185,0.0,286800000.0,0.0,0.0,93975008.2480089,0.0,0.0,45241554.935431965,0.0,0.0,35230765.83992254,0.0,0.0,17717055.0,0.0,0.0,54890539.83337292,0.0,492600000.0,0.0
583,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,3,1,0,7,0,0,1,5,5,6,9,1,4,0,6,5,0.0,32694901.094161935,0.0,5691775.49427266,0.0,0.0006402074308661551,0.0,28798397.130608946,0.0,0.0,18144080.211109996,0.0,51341721.57791132,0.0,0.005307162181841539,408000000.0,3559.7187722633817,0.0,0.0,0.0,7382207.052947945,0.0,0.0006402074308661551,0.0,34066678.29377218,0.0,0.0,8552689.812428854,0.0,0.0,40273672.383724004,0.0,217800000.0,299.3649805961676,0.0,70467370.98959583,0.0,3353824.3160429387,38245121.951764055,0.00038066318576967227,0.0,43937562.97993757,0.0,0.0,13566865.0,0.0,0.0,44868725.59107726,0.0,408000000.0,175.8998060721769
584,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,3,1,6,0,1,4,0,3,6,7,9,6,5,4,5,1,0.0,32694901.094161935,0.0,5837893.355816152,38245121.0,0.0006720111350317264,0.0,24198032.45136138,0.0,0.0,18144080.211109996,0.0,0.0,33377116.55719709,0.0,256100000.00000003,304.81629905205364,0.0,62792075.375175446,0.0,0.0,55181881.71592194,0.0,0.0,34728810.03903501,0.0,0.0,17030766.014881007,0.0,0.0,41952625.498663895,0.0,679700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46305275.93114408,0.0,0.0,18322462.0,0.0,0.0,33877913.45329264,0.0,339000000.0,0.0
585,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,4,5,0,6,4,0,1,4,9,7,5,4,3,1,0.0,0.0,0.0,10687685.25050671,0.0,0.0036106887806604923,8402630.0884478,0.0,0.005267849939025908,0.0,18144080.211109996,0.0,0.0,33377116.55719709,0.0,0.0,448.9134499313191,0.0,47847947.961454235,0.0,0.0,66045103.44010488,0.0,8306158.753646444,20299287.62732069,0.004095762042574634,0.0,19297474.674765848,0.0,0.0,34717601.205559194,0.0,0.0,131.71019741926037,0.0,61736465.68040695,0.0,0.0,65276668.126201116,0.0,0.0,27305605.613085367,0.0,0.0,18948557.0,0.0,0.0,31676126.234010328,0.0,625800000.0,0.0
586,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,6,5,1,1,6,1,5,4,5,9,0,5,6,7,6,0.0,60717312.84309486,0.0,3379402.9400105136,38245121.0,0.00038623057486936163,0.0,28798397.130608946,0.0,0.0,18144080.211109996,0.0,0.0,40273672.383724004,0.0,595100000.0,176.85408519615046,0.0,66027727.81563715,0.0,0.0,68301921.13556223,0.0,0.0,31233524.305423725,0.0,0.0,0.0,0.0,0.0,54064513.39256663,0.0,679700000.0,0.0,0.0,47314610.407175586,0.0,0.0,48386266.40366507,0.0,0.0,38967179.10492652,0.0,0.0,14977181.0,0.0,0.0,62333435.34517919,0.0,710400000.0,0.0
587,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,3,1,3,7,0,7,1,7,1,2,10,6,5,1,5,3,0.0,32694901.094161935,0.0,5691775.49427266,0.0,0.0006402074308661551,0.0,34221561.73832255,0.0,0.0,20384338.443195168,0.0,32450048.526540868,25037214.086173728,0.0033878515044690554,625800000.0,2330.6259591460603,0.0,43736642.58893932,0.0,0.0,73315450.27094865,0.0,0.0,25681882.781781968,0.0,0.0,17612721.86183389,0.0,4262024.120921405,37929949.23583084,0.0003571646971536916,589200000.0,198.52844440658012,0.0,77940816.8099851,0.0,0.0,48386266.40366507,0.0,0.0,29004227.825959537,0.0,0.0,18948557.0,0.0,0.0,37130799.39948691,0.0,461900000.0,0.0
588,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,2,1,1,4,1,2,2,1,0,7,10,5,6,6,7,7,0.0,32694901.094161935,0.0,5794057.997353104,38245121.0,0.0008280875297275687,0.0,20299287.62732069,0.0,0.0,20384338.443195168,0.0,0.0,40273672.383724004,0.0,256100000.00000003,244.03765907954033,0.0,33812113.83965257,0.0,0.0,44281557.57219175,0.0,8278543.981003877,0.0,0.001696479402085676,0.0,15488964.177298155,0.0,0.0,54064513.39256663,0.0,492600000.0,218.53865496132312,0.0,51173828.13733573,0.0,0.0,47359540.239393085,0.0,0.0,35390941.78429783,0.0,0.0,20834733.0,0.0,0.0,68400355.77077264,0.0,558500000.0,0.0
589,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,7,6,0,4,6,3,3,6,10,10,1,5,6,3,0.0,32694901.094161935,0.0,8157247.716837464,0.0,0.0009160568948443013,0.0,24198032.45136138,0.0,0.0,20384338.443195168,0.0,0.0,36676675.840294495,0.0,461900000.0,429.25210970316016,0.0,70467370.98959583,0.0,0.0,53358573.6002109,0.0,0.0,26764364.66931757,0.0,0.0,28524600.27851669,0.0,0.0,47641201.507942826,0.0,121200000.0,0.0,0.0,79442133.58697675,0.0,0.0,75545709.28696768,0.0,0.0,38411988.176497236,0.0,0.0,12377073.0,0.0,0.0,43923381.99227281,0.0,408000000.0,0.0
590,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,3,6,6,1,1,4,4,7,4,10,2,5,3,5,6,0.0,42291505.65437629,0.0,3353824.3160429387,38245121.0,0.001141989557309017,0.0,26403379.542306438,0.0,0.0,20384338.443195168,0.0,11486393.093227698,30351526.042379983,0.0036752667683063868,625800000.0,427.1572145879517,0.0,67156712.26328173,0.0,1631212.439194794,39551990.49295637,0.00043514571316136303,0.0,39144342.57452388,0.0,0.0,10260065.98422112,0.0,0.0,40566435.681127645,0.0,256100000.00000003,31.819744231819946,0.0,82156739.26560314,0.0,0.0,57067493.83004433,0.0,0.0,38209799.53048675,0.0,0.0,16565592.0,0.0,0.0,52693808.598115474,0.0,492600000.0,0.0
591,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,5,6,1,3,1,1,7,5,10,2,5,7,5,1,0.0,0.0,0.0,5823281.569661801,38245121.0,0.005573589705126406,6334725.172190267,20299287.62732069,0.011157808201007292,0.0,20384338.443195168,0.0,0.0,44193513.54513965,0.0,256100000.00000003,0.0,0.0,53972506.18695759,0.0,0.0,49477525.54335421,0.0,0.0,35390941.78429783,0.0,0.0,10260065.98422112,0.0,0.0,46401928.33605281,0.0,256100000.00000003,0.0,0.0,71824732.26225345,0.0,0.0,43746693.00401364,0.0,0.0,37679633.778470606,0.0,0.0,16565592.0,0.0,0.0,37470849.40571239,0.0,504600000.0,0.0
592,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,3,6,1,7,6,0,5,7,3,6,9,6,2,6,6,4,0.0,60717312.84309486,0.0,0.0,66045103.44010488,0.0,0.0,34221561.73832255,0.0,0.0,18144080.211109996,0.0,0.0,40273672.383724004,0.0,625800000.0,0.0,0.0,39997587.34431654,0.0,0.0,0.0,0.0,0.0,30614425.706703726,0.0,0.0,17030766.014881007,0.0,0.0,49269142.127242185,0.0,595100000.0,0.0,0.0,86206861.98020029,0.0,0.0,72679858.37496203,0.0,0.0,43937562.97993757,0.0,0.0,12137007.680397427,0.0,0.0,49952399.00921314,0.0,625800000.0,0.0
593,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,3,7,1,4,5,7,6,4,6,4,10,6,3,4,9,3,0.0,68139002.95605196,0.0,0.0,59410102.93073928,0.0,0.0,26403379.542306438,0.0,0.0,20384338.443195168,0.0,2824598.373761085,33377116.55719709,0.0003041678746509674,710400000.0,172.0039307202253,0.0,41364339.12745389,0.0,0.0,86727530.0,0.0,0.0,35915523.19346817,0.0,0.0,17612721.86183389,0.0,0.0,60754466.255862206,0.0,121200000.0,0.0,0.0,62603941.04790902,0.0,0.0,98843510.16335739,0.0,0.0,36947279.38044397,0.0,0.0,14471332.706928916,0.0,0.0,46976468.10462717,0.0,339000000.0,0.0
594,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,6,6,6,0,6,6,3,2,6,10,7,5,4,5,6,0.0,60717312.84309486,0.0,10687685.25050671,0.0,0.010029691057390256,0.0,24198032.45136138,0.0,0.0,20384338.443195168,0.0,0.0,33377116.55719709,0.0,286800000.0,0.0,0.0,74279044.81985192,0.0,0.0,66045103.0,0.0,0.0,24518835.214742374,0.0,0.0,19956885.896116227,0.0,0.0,41952625.498663895,0.0,302400000.0,0.0,0.0,90869905.81430252,0.0,0.0,80796843.08883607,0.0,0.0,37142787.35178893,0.0,0.0,19596045.42364402,0.0,0.0,54494401.124904625,0.0,377300000.0,0.0
595,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,2,1,4,8,1,5,3,7,6,6,9,5,5,2,4,1,0.0,32694901.094161935,0.0,8346039.382202359,38245121.951764055,0.0011964361109215184,0.0,34221561.73832255,0.0,0.0,18144080.211109996,0.0,39341301.08019787,27578229.96765524,0.0052226308149059385,473900000.0,2301.9717665625667,0.0,49482953.283970855,0.0,0.0,61440196.0,0.0,0.0,39724558.6793663,0.0,0.0,14977181.08454659,0.0,4860556.936272794,35697138.522926845,0.0005127018995705199,217800000.0,181.1505817982904,0.0,90256984.69479744,0.0,0.0,58528776.36949592,0.0,0.0,48597379.1728673,0.0,0.0,17717055.829212047,0.0,3747551.1943744393,30629490.3411989,0.0005127018995705199,679700000.0,181.1505817982904
596,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,3,1,6,7,0,7,6,7,3,10,10,5,0,5,4,4,0.0,32694901.094161935,0.0,8157247.716837464,0.0,0.0009160568948443013,0.0,34221561.73832255,0.0,0.0,20384338.443195168,0.0,0.0,36676675.840294495,0.0,679700000.0,429.25210970316016,0.0,62792075.375175446,0.0,0.0,73315450.0,0.0,0.0,30614425.706703726,0.0,0.0,15488964.177298155,0.0,0.0,39483013.13336766,0.0,492600000.0,0.0,0.0,86206861.98020029,0.0,0.0,83557740.35028619,0.0,0.0,61871803.48596607,0.0,0.0,0.0,0.0,0.0,45162655.164162815,0.0,121200000.0,0.0
597,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,1,6,0,7,6,6,4,7,9,8,4,4,1,3,0.0,53972506.18695759,0.0,8157247.716837464,0.0,0.002748170684532904,0.0,31398797.71871161,0.0,0.0,18144080.211109996,0.0,0.0,33377116.55719709,0.0,710400000.0,208.12223500759282,0.0,38675995.485793315,0.0,0.0,73315450.0,0.0,0.0,32300800.555629045,0.0,0.0,21797013.251510076,0.0,0.0,28638824.048855916,0.0,595100000.0,0.0,0.0,74279044.81985192,0.0,0.0,83557740.35028619,0.0,0.0,47887566.83041133,0.0,0.0,17164279.29794789,0.0,0.0,35903931.34456174,0.0,679700000.0,0.0
598,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,0,7,4,1,4,2,4,7,5,10,3,8,5,5,1,0.0,0.0,0.0,5823281.569661801,38245121.951764055,0.0006688307646151687,0.0,26403379.542306438,0.0,0.0,20384338.443195168,0.0,20166943.273994435,36676675.840294495,0.0021810190611781305,558500000.0,1527.8796479985378,0.0,68139002.95605196,0.0,0.0,55181881.0,0.0,0.0,39144342.57452388,0.0,0.0,11829183.282500718,0.0,0.0,43386182.60834641,0.0,504600000.0,0.0,0.0,60535394.8106535,0.0,0.0,50651471.5077507,0.0,0.0,41675762.73320465,0.0,0.0,24932519.454922173,0.0,0.0,35035550.74332883,0.0,84600000.0,0.0
599,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,3,6,0,0,6,1,5,4,4,10,9,5,7,7,5,0.0,42291505.65437629,0.0,10632880.175427392,0.0,0.009930284752998798,0.0,28798397.130608946,0.0,0.0,20384338.443195168,0.0,0.0,44193513.54513965,0.0,256100000.00000003,0.0,0.0,67156712.26328173,0.0,0.0,66045103.0,0.0,0.0,31233524.305423725,0.0,0.0,25389719.508705962,0.0,0.0,55911944.07501362,0.0,377300000.0,0.0,0.0,0.0,0.0,0.0,46787497.57811226,0.0,0.0,35726475.15534322,0.0,0.0,20958153.97326614,0.0,0.0,58705946.0535585,0.0,151900000.0,0.0
600,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3,1,7,1,0,1,9,6,5,2,9,6,5,7,6,5,0.0,32694901.094161935,0.0,5691775.49427266,0.0,0.0006402074308661551,0.0,31398797.71871161,0.0,0.0,18144080.211109996,0.0,0.0,44193513.54513965,0.0,625800000.0,299.3649805961676,0.0,70467370.98959583,0.0,4349894.957233262,38245121.0,0.00038066318576967227,0.0,35230765.83992254,0.0,0.0,17030766.014881007,0.0,0.0,50952710.870436,0.0,558500000.0,175.8998060721769,0.0,42777793.988470145,0.0,0.0,93067110.05432995,0.0,0.0,32080283.05798372,0.0,0.0,18322462.786338437,0.0,0.0,56766196.54608451,0.0,492600000.0,0.0
601,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,3,3,7,5,0,0,5,2,5,1,10,4,5,2,6,5,0.0,42291505.65437629,0.0,10769892.86312569,0.0,0.001221456061677294,0.0,22167818.198803753,0.0,0.0,20384338.443195168,0.0,10620905.004667602,27578229.96765524,0.0011032237111330279,679700000.0,1233.0359803945457,0.0,75365512.75336772,0.0,13968502.29487487,0.0,0.001221456061677294,0.0,30800155.24552359,0.0,0.0,13566865.223443497,0.0,0.0,43073069.52190177,0.0,340700000.0,564.9909330909409,0.0,75525834.17425914,0.0,0.0,59410102.93073928,0.0,0.0,25681882.781781968,0.0,0.0,17717055.829212047,0.0,0.0,47987521.930695556,0.0,377300000.0,0.0
602,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,6,0,7,3,1,1,7,5,5,10,2,0,5,2,6,0.0,60717312.84309486,0.0,0.0,47842699.56310011,0.0,0.0,34221561.73832255,0.0,0.0,20384338.443195168,0.0,8958904.064072846,36676675.840294495,0.0081165781918849,340700000.0,0.0,0.0,0.0,0.0,0.0,42301223.0,0.0,0.0,36434631.25356607,0.0,0.0,10260065.98422112,0.0,4860556.936272794,32623297.885603976,0.0034180126638034655,589200000.0,0.0,0.0,83358432.99969438,0.0,0.0,43746693.00401364,0.0,0.0,43099859.20529625,0.0,0.0,0.0,0.0,0.0,50952710.870436,0.0,377300000.0,0.0
603,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,3,5,7,3,1,4,5,6,6,3,9,5,5,4,8,2,0.0,53972506.18695759,0.0,3379402.9400105136,38245121.951764055,0.00038623057486936163,0.0,31398797.71871161,0.0,0.0,18144080.211109996,0.0,0.0,33377116.55719709,0.0,679700000.0,176.85408519615046,0.0,80604121.20975326,0.0,0.0,55181881.0,0.0,0.0,38411988.176497236,0.0,0.0,14977181.08454659,0.0,0.0,55435218.1870178,0.0,679700000.0,0.0,0.0,63293728.84945233,0.0,0.0,70278385.7991263,0.0,0.0,36214924.98241732,0.0,0.0,17717055.829212047,0.0,0.0,41273749.48496271,0.0,408000000.0,0.0
604,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,4,6,7,0,6,4,4,0,7,10,6,4,1,1,1,0.0,47847947.961454235,0.0,10632880.175427392,0.0,0.003574902511079568,0.0,26403379.542306438,0.0,0.0,20384338.443195168,0.0,31313939.878215365,25037214.086173728,0.009773040012656498,504600000.0,1225.1301271375523,0.0,69451514.58336529,0.0,0.0,66045103.0,0.0,0.0,0.0,0.0,0.0,17612721.86183389,0.0,31344250.619690504,25892757.114369202,0.007673440636563949,377300000.0,724.2061381430874,0.0,95349565.94811086,0.0,0.0,65276668.126201116,0.0,0.0,39144342.57452388,0.0,0.0,16597140.79575996,0.0,12256105.213533027,26777534.779875953,0.003940452349022691,339000000.0,363.32270687811365
605,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,4,4,6,7,0,7,5,0,0,6,10,5,5,0,8,5,0.0,47847947.961454235,0.0,10769892.86312569,0.0,0.001221456061677294,24766393.06926605,0.0,0.005172169568226139,0.0,20384338.443195168,0.0,48962186.16338973,0.0,0.005035163323722103,595100000.0,5560.61655364627,0.0,69451514.58336529,0.0,0.0,73315450.0,0.0,32574426.45196786,0.0,0.005304421741528031,0.0,15488964.177298155,0.0,0.0,48463701.69719181,0.0,340700000.0,1255.2701040995998,0.0,95349565.94811086,0.0,0.0,75163391.32351288,0.0,0.0,31398797.71871161,0.0,0.0,18322462.786338437,0.0,0.0,47987521.930695556,0.0,377300000.0,0.0
606,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,3,6,1,1,6,6,6,5,3,10,6,5,7,0,2,0.0,42291505.65437629,0.0,5764834.425044405,38245121.951764055,0.005467577357907838,0.0,31398797.71871161,0.0,0.0,20384338.443195168,0.0,0.0,44193513.54513965,0.0,558500000.0,0.0,0.0,67156712.26328173,0.0,0.0,68301921.0,0.0,0.0,35230765.83992254,0.0,0.0,17612721.86183389,0.0,0.0,0.0,0.0,461900000.0,0.0,0.0,44239547.81149747,0.0,0.0,83557740.35028619,0.0,0.0,35018319.05712035,0.0,0.0,18948557.017200947,0.0,0.0,34890922.39892718,0.0,151900000.0,0.0
607,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,7,6,7,0,6,5,7,1,1,9,5,0,2,8,2,0.0,68139002.95605196,0.0,10687685.25050671,0.0,0.0015044536586085388,0.0,34221561.73832255,0.0,0.0,18144080.211109996,0.0,37544152.66231358,27578229.96765524,0.004964645916906573,558500000.0,2319.9480252797443,0.0,76817223.33755438,0.0,0.0,66045103.0,0.0,0.0,25681882.781781968,0.0,0.0,14977181.08454659,0.0,0.0,51832382.52033541,0.0,248500000.0,0.0,0.0,105461903.12067334,0.0,0.0,72679858.37496203,0.0,0.0,26559454.690911457,0.0,0.0,0.0,0.0,0.0,38591293.428950265,0.0,377300000.0,0.0
608,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,3,3,5,0,0,1,5,7,5,5,9,5,0,3,5,2,0.0,42291505.65437629,0.0,8157247.716837464,0.0,0.0009160568948443013,0.0,34221561.73832255,0.0,0.0,18144080.211109996,0.0,0.0,30351526.042379983,0.0,710400000.0,429.25210970316016,0.0,59696582.38157547,0.0,4383070.316740702,38245121.0,0.00038623057486936163,0.0,36434631.25356607,0.0,0.0,14977181.08454659,0.0,0.0,40566435.681127645,0.0,121200000.0,176.85408519615046,0.0,0.0,0.0,0.0,61440196.98161208,0.0,0.0,43099859.20529625,0.0,0.0,0.0,0.0,0.0,36083175.07140786,0.0,377300000.0,0.0
609,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,7,6,0,1,5,2,7,8,7,10,1,2,7,8,6,0.0,68139002.95605196,0.0,3379402.9400105136,38245121.951764055,0.003218588123911347,0.0,34221561.73832255,0.0,0.0,20384338.443195168,0.0,0.0,44193513.54513965,0.0,595100000.0,0.0,0.0,76817223.33755438,0.0,0.0,61440196.0,0.0,0.0,47171604.76053873,0.0,0.0,8844942.541352985,0.0,0.0,61314422.90040641,0.0,461900000.0,0.0,0.0,0.0,0.0,0.0,52382275.62865442,0.0,0.0,56647955.9985373,0.0,0.0,10610661.21783672,0.0,0.0,66666192.45894573,0.0,236500000.0,0.0
